representation_id,Bc,Bf,threads,groups,block,kernel,ms
REP_0026,22,10,4,4194304,2,MAP_LUT8,30.546149999999997
REP_0026,22,10,4,4194304,3,ID_FULL,30.0335
REP_0026,22,10,4,4194304,3,MAP_LUT8,31.452500000000001
REP_0026,22,10,4,4194304,4,ID_FULL,30.730599999999999
REP_0026,22,10,4,4194304,4,MAP_LUT8,31.918100000000003
REP_0026,22,10,4,4194304,5,ID_FULL,30.146999999999998
REP_0026,22,10,4,4194304,5,MAP_LUT8,31.4468
REP_0026,22,10,4,4194304,6,ID_FULL,30.087449999999997
REP_0026,22,10,4,4194304,6,MAP_LUT8,31.806899999999999
REP_0026,22,10,4,4194304,7,ID_FULL,29.7881
REP_0026,22,10,4,4194304,7,MAP_LUT8,32.38955
REP_0026,22,10,4,4194304,8,ID_FULL,29.539850000000001
REP_0026,22,10,4,4194304,8,MAP_LUT8,32.92145
REP_0026,22,10,4,4194304,9,ID_FULL,30.031149999999997
REP_0026,22,10,4,4194304,9,MAP_LUT8,31.40925
REP_0026,22,10,4,4194304,10,ID_FULL,30.5105
REP_0026,22,10,4,4194304,10,MAP_LUT8,31.8645
REP_0026,22,10,4,4194304,11,ID_FULL,30.251799999999999
REP_0026,22,10,4,4194304,11,MAP_LUT8,31.641649999999998
REP_0026,22,10,4,4194304,12,ID_FULL,30.174300000000002
REP_0026,22,10,4,4194304,12,MAP_LUT8,31.061599999999999
REP_0026,22,10,4,4194304,13,ID_FULL,29.55865
REP_0026,22,10,4,4194304,13,MAP_LUT8,31.345950000000002
REP_0026,22,10,4,4194304,14,ID_FULL,29.883099999999999
REP_0026,22,10,4,4194304,14,MAP_LUT8,32.280299999999997
REP_0026,22,10,4,4194304,15,ID_FULL,30.10615
REP_0026,22,10,4,4194304,15,MAP_LUT8,31.183149999999998
REP_0026,22,10,8,4194304,1,ID_FULL,17.925150000000002
REP_0026,22,10,8,4194304,1,MAP_LUT8,22.405750000000001
REP_0026,22,10,8,4194304,2,ID_FULL,18.453250000000001
REP_0026,22,10,8,4194304,2,MAP_LUT8,18.8917
REP_0026,22,10,8,4194304,3,ID_FULL,16.505400000000002
REP_0026,22,10,8,4194304,3,MAP_LUT8,17.534500000000001
REP_0026,22,10,8,4194304,4,ID_FULL,17.130600000000001
REP_0026,22,10,8,4194304,4,MAP_LUT8,17.778100000000002
REP_0026,22,10,8,4194304,5,ID_FULL,15.985299999999999
REP_0026,22,10,8,4194304,5,MAP_LUT8,18.021750000000001
REP_0026,22,10,8,4194304,6,ID_FULL,16.833300000000001
REP_0026,22,10,8,4194304,6,MAP_LUT8,17.026450000000001
REP_0026,22,10,8,4194304,7,ID_FULL,16.198799999999999
REP_0026,22,10,8,4194304,7,MAP_LUT8,17.243449999999999
REP_0026,22,10,8,4194304,8,ID_FULL,17.146099999999997
REP_0026,22,10,8,4194304,8,MAP_LUT8,17.393050000000002
REP_0026,22,10,8,4194304,9,ID_FULL,18.386650000000003
REP_0026,22,10,8,4194304,9,MAP_LUT8,17.34685
REP_0026,22,10,8,4194304,10,ID_FULL,17.148
REP_0026,22,10,8,4194304,10,MAP_LUT8,17.36215
REP_0026,22,10,8,4194304,11,ID_FULL,18.764249999999997
REP_0026,22,10,8,4194304,11,MAP_LUT8,18.227650000000001
REP_0026,22,10,8,4194304,12,ID_FULL,15.84385
REP_0026,22,10,8,4194304,12,MAP_LUT8,18.54335
REP_0026,22,10,8,4194304,13,ID_FULL,16.631
REP_0026,22,10,8,4194304,13,MAP_LUT8,17.6435
REP_0026,22,10,8,4194304,14,ID_FULL,16.879199999999997
REP_0026,22,10,8,4194304,14,MAP_LUT8,18.64255
REP_0026,22,10,8,4194304,15,ID_FULL,18.0456
REP_0026,22,10,8,4194304,15,MAP_LUT8,17.34055
REP_0027,26,6,1,4194304,1,ID_FULL,119.93525
REP_0027,26,6,1,4194304,1,MAP_LUT8,124.51230000000001
REP_0027,26,6,1,4194304,2,ID_FULL,121.0454
REP_0027,26,6,1,4194304,2,MAP_LUT8,125.3185
REP_0027,26,6,1,4194304,3,ID_FULL,119.17165
REP_0027,26,6,1,4194304,3,MAP_LUT8,125.09545
REP_0027,26,6,1,4194304,4,ID_FULL,120.1362
REP_0027,26,6,1,4194304,4,MAP_LUT8,126.49350000000001
REP_0027,26,6,1,4194304,5,ID_FULL,119.2512
REP_0027,26,6,1,4194304,5,MAP_LUT8,124.79644999999999
REP_0027,26,6,1,4194304,6,ID_FULL,121.07535
REP_0027,26,6,1,4194304,6,MAP_LUT8,126.4263
REP_0027,26,6,1,4194304,7,ID_FULL,119.1122
REP_0027,26,6,1,4194304,7,MAP_LUT8,125.2465
